ACH-000944,-1.826436,4.624321,0.035426,-5.32922,4.620116,4.065873,,0.902038,3.568024,2.751209,,1.710092,,-2.027286,3.056955,4.62157,3.657132,0.615783,2.939945,0.319413,4.421218,2.869574,2.663072,1.03576,-1.042584,1.658716,1.547573,1.919861,-0.192357,4.161723,-3.044718,-0.255616,0.070495,2.549798,2.758691,3.841894,4.439095,0.554623,3.215203,4.432901,-0.635158,3.108246,1.487722,3.241446,3.016073,4.195019,1.884425,1.616117,0.553006,-5.061577,-0.228552,0.821374,4.445452,1.833824,-4.736241,2.79244,-0.779982,0.344925,1.711755,1.485662,3.111706,,0.900373,1.882443,2.630226,0.177216,2.09518,2.863848,1.688578,1.947559,-1.124172,-2.023488,0.249732,2.733788,1.003735,0.210591,3.158527,2.554928,3.54729,,1.419748,2.894879,,0.610618,0.307051,1.088455,2.320591,,,1.638008,2.181309,2.909293,0.651043,-1.073039,-4.187695,-4.925927,-5.666366,,,2.968996,2.59218,3.368485,0.588897,,-7.055359,1.944728,-0.556822,1.409782,1.940593,4.634202,-2.087612,4.634202,4.133851,2.866961,2.847432,-1.935963,2.24308,2.075956,5.360037,2.314782,0.990221,3.212909,0.498885,3.871566,2.585318,0.172394,1.73292,1.022211,1.115818,1.974676,4.422594,-0.274432,4.630096,2.179478,-1.291933,3.79731,1.962605,4.251368,0.819318,2.772898,3.454133,-5.839587,3.394473,-6.430223,,3.980965,2.934386,-3.841509,4.615641,-4.954536,-5.810021,-0.597198,-3.070115,-6.044627,,,2.866149,2.466635,0.388609,2.61392,2.614724,0.164083,2.389438,3.747631,1.093843,4.448901,0.971319,-2.009709,3.023588
ACH-000770,-2.475723,5.071203,0.611283,-5.044439,4.344537,4.422611,,0.344067,5.069763,3.900668,,2.725815,,-0.823622,4.977603,5.071203,5.071203,,,1.432834,3.544983,3.223896,1.685259,-1.1146,-1.832613,3.058548,1.282784,2.666719,-0.041973,5.071203,-1.381869,1.192556,-0.312621,-0.757547,1.805602,2.371335,5.066747,,,5.071203,-1.284451,2.828405,2.511323,3.742135,3.758446,3.717901,1.802243,0.685018,1.863902,-4.655713,,0.162014,3.852713,2.178235,,3.303566,1.689763,3.262009,2.743676,1.976204,4.949213,,,,,,,,,,,,,,,,3.173234,,,,,3.208324,,-0.423461,0.237237,-0.097769,3.033249,,,2.060246,1.887208,3.275209,,-1.473499,,-2.373292,-4.422318,,,2.43837,3.115564,5.071203,0.526887,,-6.290499,,,1.65175,,4.590489,,,,,,-1.10385,-1.287592,3.066437,4.176991,4.951099,-0.741794,-1.064646,0.069608,3.254819,1.358401,0.838047,4.941842,2.002598,2.004713,2.419251,4.130047,0.995037,5.071203,3.48499,1.956345,4.750993,4.166603,5.071203,1.359247,5.065925,4.4533,-2.229426,3.798945,-4.24372,,,4.109363,-1.378687,4.612206,-3.403966,-5.302865,2.469141,1.19069,-5.677226,-2.971667,,3.171084,-0.734361,0.874789,1.618993,0.669866,-0.277066,3.521254,4.510706,0.396076,3.54733,-0.53924,-2.210642,3.461765
ACH-000595,1.70657,4.698714,-0.658859,-1.74554,6.495066,6.145108,,2.344228,5.942921,5.815055,,5.61245,,-0.158564,3.098869,5.753828,4.629944,3.487237,4.811056,2.257026,6.025942,4.389016,5.511322,5.548428,3.814231,4.62902,5.516734,5.836393,4.405573,5.596052,0.245504,3.372538,2.605172,1.511611,3.160804,3.447601,4.914612,1.52375,4.84112,4.386139,0.807688,3.818408,4.401545,4.843795,6.996243,6.072652,5.431867,2.301461,3.289994,0.293268,5.077743,5.08076,5.534657,3.468685,-0.924712,4.509935,5.59291,5.311049,4.407021,6.03381,4.540099,,3.56605,5.770153,6.005411,3.949986,4.915747,5.079082,5.723645,5.137754,4.129415,3.491733,3.560178,5.672803,4.779859,4.551505,4.781356,5.539961,5.706323,,5.775196,5.406703,,2.939489,2.890504,,3.832041,,,1.830244,1.75641,4.054048,4.434787,1.612672,0.134866,5.059987,-5.27268,,,3.878527,3.103318,5.663005,3.833248,,,3.815556,3.746397,2.16655,4.466868,6.468535,0.771831,4.594859,4.848549,3.849642,5.744407,-1.373016,0.319365,5.916844,7.48169,5.650471,3.07671,2.998338,4.823126,4.932902,2.789334,0.847173,4.36992,1.351587,4.05016,5.531085,5.407306,2.271607,5.283123,5.290534,1.429492,6.03431,4.20358,5.370101,2.598207,3.810006,3.767193,-4.075707,4.748865,4.345035,,3.890013,4.456092,-0.470355,5.497882,-0.292696,-2.19616,5.734074,4.314154,-3.820584,0.718571,,3.073512,2.651074,3.192233,5.044589,2.056327,2.775389,4.902145,5.519215,2.860903,5.899601,4.511454,-0.528033,2.688305
ACH-000778,-0.239357,4.994955,-2.375459,-4.602458,5.427113,4.746648,,0.586564,4.089391,3.373394,,3.236235,,-0.563507,1.490697,4.516306,5.423168,3.104474,3.589695,0.989916,4.978783,1.110678,3.412009,0.953453,0.925283,2.561187,2.045022,2.567471,1.43324,5.70594,-3.135084,0.677818,0.074094,0.421105,2.323632,2.787049,4.21045,3.041635,4.153358,4.919864,-1.848559,3.789294,3.491551,4.5429,4.058194,4.770588,2.672929,2.556234,-0.757893,-4.808082,3.181399,1.97507,4.653037,2.135178,0.156839,4.723022,1.303746,3.329272,4.127067,3.199372,4.405747,,4.315724,2.92172,5.11216,-5.777743,2.784097,5.177592,5.218773,5.033275,4.302014,2.141719,3.119406,5.013713,3.848774,3.625997,3.997487,5.17562,5.288505,,3.485556,3.246167,,0.875084,0.868988,,3.570684,,,2.200458,0.465067,3.837981,5.291583,0.758049,-3.657054,-2.29612,-4.583708,,,2.31222,2.427849,5.113701,1.455068,,,3.142844,0.775859,2.213643,2.579069,5.428277,-0.706989,4.644745,4.496466,5.115851,2.743536,-0.825437,-0.476093,4.110466,6.045897,1.307047,3.786658,2.889248,1.253722,5.424647,1.364763,2.278249,3.508658,-0.134642,1.580799,2.744324,4.024546,-0.595353,3.70628,3.896832,-0.294046,5.300524,1.783154,3.872624,2.610939,3.708348,5.110846,-4.068172,3.74091,-5.568792,,4.483844,4.581726,-2.821299,5.32468,-3.9532,-4.643437,1.811622,-1.677708,-6.075508,1.869866,,0.942305,3.167405,0.726968,2.716329,1.646541,1.6299,4.644401,5.017542,1.316192,4.763582,2.983764,-0.374189,3.326439
ACH-000496,0.031133,4.489083,-2.393654,-5.098086,5.239133,4.368132,,1.729478,5.135932,3.464804,,2.368376,,1.247938,4.138365,4.096304,4.618574,3.220966,4.817703,1.639956,5.038086,2.728978,3.078702,1.894606,0.904998,2.835327,3.022863,1.942869,1.740453,4.902024,-2.929073,0.600958,-2.100698,-0.221178,1.57334,3.542765,4.046771,2.717374,4.58062,5.118998,0.712879,3.826417,2.530196,5.364467,2.595809,4.968516,1.131871,2.979312,0.111032,-4.7887,1.398482,1.580749,5.238779,2.358224,-3.644515,4.114861,1.995182,3.825949,4.989829,4.057156,4.337586,,0.924526,2.253799,5.082039,2.515654,3.174216,4.844865,3.653302,4.129324,2.666929,2.231541,2.382349,4.203628,2.613203,1.401551,3.527105,3.330189,3.90911,,5.566335,2.946417,,0.519766,1.334491,1.405563,3.660147,,,1.703478,2.59719,3.309591,3.044247,-0.228348,-3.65506,-3.162931,-3.267527,,,3.632158,2.849014,4.793387,1.008983,,-3.92637,2.510522,0.141028,3.369349,5.189711,5.239133,-1.482689,5.193599,3.950707,3.865626,3.137237,-0.540861,-2.338983,4.243932,6.426506,1.300271,2.144531,1.368065,2.308575,4.183267,2.902947,1.738128,3.220731,2.198875,1.588811,4.096671,4.374445,-0.938783,4.826697,4.121363,0.252507,4.417667,1.774563,5.063779,2.735889,1.744769,4.186477,-3.46073,4.45916,2.982996,,3.947757,2.87557,-0.697996,4.575273,-3.231909,-5.885447,2.311382,1.479262,-5.538671,-3.12647,,3.085703,2.356927,1.879149,3.548985,-0.003846,-0.327623,4.343315,5.095316,1.383985,5.134888,3.482571,-0.416949,3.253185
ACH-000094,,6.375533,,-0.577801,,5.956062,,2.155225,,5.847543,,,,2.862234,3.953149,6.480757,6.497693,3.857465,5.186408,3.56811,5.834706,3.776343,6.191586,,3.707066,5.172835,4.29776,5.783828,3.019722,6.576068,-1.738659,1.053228,,-0.6982,0.964491,,6.232073,2.51063,6.300388,,1.891061,,4.378469,,5.667101,5.788611,0.85655,5.32017,1.573619,-2.09703,5.189944,5.322594,6.40016,3.770101,,1.74665,5.407978,4.820938,5.907394,6.407552,5.814021,,5.812947,5.366916,5.819164,3.128252,4.469966,5.805029,6.129493,3.310544,6.036501,4.762656,3.70973,4.918063,4.864766,3.499021,5.146975,5.051725,4.409896,,7.234984,,,1.157475,,,,,,,2.765603,,5.926332,1.269187,-1.704113,0.976532,-4.631489,,,4.624789,3.800339,6.160536,4.832018,,-0.157294,5.700169,4.137329,4.063146,6.39159,,1.560028,4.936451,3.690732,6.187503,4.305718,-0.795233,-2.22595,5.202243,6.378875,,3.147518,0.692845,3.620383,5.528503,2.923775,2.442569,3.516308,2.823462,3.290949,3.946389,6.306962,-0.003653,5.859457,5.856806,1.703742,6.479402,3.804874,6.418943,3.842633,1.893748,3.160695,-3.943871,3.315493,3.865359,,6.278477,4.594077,1.812474,6.288539,-0.190988,-0.932001,6.813806,3.192382,-2.909296,3.544302,,4.461431,-0.830082,3.164341,4.330238,,,4.680393,,,,4.113362,0.725909,4.82949
ACH-000805,-1.193963,6.122502,-0.553808,-0.92437,6.11302,6.130541,,2.71685,5.628367,0.167805,,4.269314,,-0.797805,6.187782,4.74809,6.160955,3.427696,5.20821,2.184663,4.181942,6.856534,3.851633,4.497724,4.722918,4.912206,5.505016,4.956474,3.676813,6.546811,-0.907778,2.379719,-0.195977,-3.82933,-1.687367,-1.203951,5.909166,3.705494,6.243792,5.575428,1.645649,5.210056,3.424906,5.284889,4.898257,5.413319,0.404383,2.751051,5.112057,-1.423238,3.218875,3.527079,4.443459,2.820555,1.327726,5.230787,3.023572,4.820499,4.661641,4.183136,6.157751,,4.699546,2.778478,4.383524,2.271701,4.685199,5.555966,4.681341,5.654136,3.339808,2.217867,3.282071,5.619143,5.100453,2.969045,4.399335,4.467237,6.059497,,6.813049,2.93871,,1.379532,3.531203,1.442289,4.011207,,,3.084468,4.555363,3.190487,5.144632,2.280314,-2.74368,-3.642794,-5.348807,,,6.008041,3.991266,5.542578,4.754979,,-3.944332,3.806964,4.854533,4.244269,6.049649,6.14038,-1.323464,4.410139,5.146373,5.104632,5.100363,-1.804583,-5.817345,-2.200948,6.952687,3.195366,3.404707,2.777911,2.909138,5.65803,2.61603,1.72178,4.239661,3.258953,2.316547,4.305233,4.970897,3.05416,6.165659,5.845695,-0.088755,6.117455,1.956592,5.974669,3.048364,2.005069,5.442632,-5.905125,4.67832,-2.863906,,5.900296,4.316406,-1.799359,5.561792,-2.434225,-1.36366,3.041196,1.910148,-3.590455,0.148797,,3.800832,3.791895,2.448632,2.074933,-2.429424,2.61022,4.795756,5.380147,3.774053,5.88684,3.835657,-0.951865,4.530323
ACH-000301,-1.456525,4.532062,-1.516167,-4.149034,4.532062,3.143535,,0.937092,3.109355,2.340127,,2.768863,,-1.30579,3.310501,3.485559,4.055991,3.452065,4.076563,0.99649,3.261953,3.344873,2.722486,2.04198,-1.117569,3.687801,2.603192,1.251258,3.114993,4.687593,-2.636059,2.062298,-0.773816,-2.166905,-0.52101,0.659713,4.532062,0.945893,3.675197,3.801876,1.050468,2.591156,3.090148,3.348128,2.827569,3.186075,0.166461,0.324536,-8.280412,-3.774716,0.710211,-0.559593,3.906043,1.216744,-4.196349,2.627018,0.927402,2.128707,2.556025,1.445621,4.412441,,0.897181,1.312392,4.29186,-2.300769,1.736986,4.37983,3.096325,2.837368,0.44396,-0.92823,1.234029,2.866305,1.822784,1.497543,2.262206,2.567071,3.82762,,2.959732,2.285509,,-2.136803,-0.011867,1.149514,3.549521,,,1.796676,1.463316,2.575734,3.214975,-0.899579,-3.716438,-3.828697,-5.539199,,,2.519912,0.804956,4.513811,0.610482,,-6.487398,2.501215,-0.105024,2.442905,0.876836,4.532062,-1.576029,3.422311,3.740471,3.953621,2.406949,-2.034693,-4.230786,0.374457,4.593147,3.444372,2.411808,0.753516,2.152237,3.577688,1.735853,0.481814,4.532062,1.704524,0.984706,4.301814,4.513912,0.319157,3.957995,2.174898,0.015797,4.074805,2.202001,4.532062,1.193168,2.970448,3.517094,-3.90993,0.438495,2.128936,,2.852986,3.95296,-1.19685,4.244833,-4.052976,-5.22274,1.330546,-2.655546,-5.0657,-3.450255,,2.922625,-0.047035,0.428136,-5.787253,-1.094894,0.555631,3.246282,4.038498,-4.727406,3.277401,-1.873738,-1.993375,2.620556
ACH-000092,0.514528,5.615473,0.561551,-2.581047,6.392261,5.413416,,1.401637,5.496032,2.03651,,3.975457,,5.024603,3.825071,5.696629,6.178878,,,1.171451,5.546547,2.839652,2.75461,3.583735,2.559912,3.495915,2.403393,3.137856,3.27018,7.245686,-3.426404,1.326403,-0.790895,2.655339,4.737948,3.541117,5.59491,,,4.718175,0.018491,5.041382,2.857611,5.033642,5.047689,5.319762,3.823569,1.64827,-1.340926,-4.149869,,3.237126,6.341598,3.408199,-3.469164,6.61164,2.239934,5.272578,4.756962,4.740633,3.3338,,,,,,,,,,,,,,,,5.102272,,,,,3.480896,,0.467654,3.222349,1.753003,4.699281,,,2.236512,3.32159,4.478324,,-0.534885,,2.537333,-4.564486,,,2.486735,3.136954,5.280574,1.218629,,-0.06404,,,4.06458,,6.556716,,,,,,-1.270111,1.725842,3.76714,7.38722,3.427418,3.327108,2.911139,2.331393,4.439441,3.46908,0.322545,2.723866,2.71548,1.313977,3.137224,5.737318,-1.157715,5.054126,4.659034,1.428073,6.635666,2.246716,6.328694,5.049474,2.814828,3.70191,-5.645451,5.478454,2.937672,,,4.683342,-0.867436,5.849262,0.279579,-5.549154,5.840391,2.090188,-5.043369,0.51268,,5.138387,6.192526,1.541141,3.348699,2.78668,-0.040019,4.505266,4.999598,3.057299,6.462778,2.752693,-1.979794,4.697222
ACH-000840,4.473513,6.67624,-0.090333,-3.887948,5.590772,6.610294,-3.931668,1.519898,5.088764,3.986322,2.506053,1.747463,6.222223,3.069578,2.830786,3.845856,4.949499,3.920073,1.942167,2.43807,5.862644,1.662195,5.594223,2.375197,3.663312,2.451774,2.299433,5.807874,1.915022,6.01844,-2.305579,0.906035,,3.06393,4.208925,3.823996,5.596208,4.347894,5.844889,4.676374,2.310696,3.405233,6.04962,4.260755,3.206317,5.717202,2.573255,3.976433,-1.379037,-4.202066,2.495105,2.679672,4.984945,3.57104,0.216923,5.193077,2.52746,4.491116,4.271124,5.124619,5.647641,2.554932,4.320818,5.534422,5.463605,-2.427082,3.561139,6.676912,5.374922,4.727735,2.574352,2.205048,3.323844,6.355508,2.797017,3.162826,5.262255,5.742403,6.02686,3.232627,3.443407,3.97103,4.594947,0.737277,2.016255,,4.789074,3.708102,5.248805,3.521019,3.16719,5.900326,6.067001,1.216352,-2.548548,-1.906536,-5.212742,4.091174,3.646333,5.452165,4.532602,4.76874,1.55186,2.254614,-3.607463,2.773251,1.695618,3.961983,2.770238,,1.246005,6.338444,5.93064,4.663545,5.68741,-1.772175,1.187522,6.566956,6.798493,,3.130977,2.010092,3.491609,6.398703,1.184128,2.568878,3.042052,0.531047,3.005839,3.933383,6.445266,0.108611,4.590404,3.559159,2.778665,5.790736,2.811927,5.121086,4.460916,,2.954176,-6.535692,3.907169,-1.157559,6.34034,4.939179,3.567946,-0.295102,5.651075,-2.666834,,,,-5.471098,3.063321,6.548388,3.995864,0.715101,1.900204,2.585518,3.174939,2.253754,5.105444,6.307819,2.070308,6.190953,3.602169,1.96032,5.127615
ACH-000012,0.150939,5.519993,1.484273,-1.832171,6.600753,6.402763,,-3.935928,6.367726,3.303863,,3.533807,,2.32072,,6.395796,6.47021,4.765942,4.12887,2.799336,6.196977,1.139135,4.979329,3.100615,2.581718,4.250128,3.571288,6.131633,1.636005,5.850756,-0.743924,1.080641,0.20646,3.312647,1.519828,6.660125,5.171032,1.912871,5.431557,5.944281,0.214271,4.657623,3.318982,5.974605,5.191741,4.792711,2.985633,2.227803,-1.569385,-0.057143,-0.061344,3.554618,6.178287,3.868251,-0.024598,4.241947,4.13326,4.156658,4.344956,3.082994,4.790134,,5.554657,3.106007,5.523252,2.972299,3.852861,6.165112,6.527695,3.909002,4.108792,6.368497,3.695111,5.843242,5.248491,4.610552,5.29779,5.258638,5.621263,,6.004583,3.94838,,1.215347,3.797048,,4.923893,,,2.557969,-2.707414,3.376308,5.389704,0.629055,-3.045723,2.488382,-4.751015,,,4.133604,3.718146,5.774092,4.201303,,,4.410972,5.047218,3.380675,4.930049,6.682668,-1.225513,5.333651,3.666942,5.909207,5.936296,-1.488899,2.250742,6.494942,7.065678,4.117045,4.727563,4.389625,4.136904,5.698307,-2.602837,2.491286,2.968449,-3.593735,0.034428,4.428936,6.591395,0.670109,6.097336,7.025837,2.288275,7.49016,3.899977,3.348494,4.425659,3.498521,4.14231,-4.616246,4.807175,-0.430806,,3.707325,5.207676,0.302015,7.068307,-0.321596,-1.382337,4.559979,2.25954,-3.037564,-0.163374,,-2.738697,3.326192,2.554634,5.265869,2.633088,1.814163,4.128216,6.252406,-0.149514,6.196843,4.678995,-0.259637,4.333161
ACH-000681,-1.207114,3.825604,-3.217533,-3.811646,5.295137,3.787552,,0.980551,4.538512,3.430075,,2.01998,,-0.232429,2.733011,4.854873,5.062696,1.769015,5.113469,2.146738,1.928035,1.875719,4.373732,2.007056,0.653205,2.787533,2.499941,2.010805,0.843286,7.219932,-3.734599,0.096107,-2.506666,-1.95803,0.557311,1.395677,5.775714,4.004927,5.444888,5.625795,0.342154,3.092566,1.477147,4.356075,2.227608,5.122987,0.748598,4.545337,-0.520111,-4.462999,1.983331,1.687039,4.605622,2.379202,-2.633571,3.802128,2.584713,1.901564,3.682061,3.428917,3.548359,,2.011852,2.713835,5.918296,2.944876,2.568283,6.01168,4.13212,2.834468,2.169986,1.10008,3.458378,3.927826,2.072844,2.007666,3.129902,3.125772,5.771344,,3.35684,4.160971,,0.4073,0.947661,-1.171866,2.772162,,,1.229999,2.126162,5.265362,4.170177,1.151476,-3.646135,-3.595753,-4.81925,,,3.523365,3.388287,5.962499,1.604431,,-4.433267,2.522098,1.080105,3.484339,3.893293,5.92172,-2.623421,4.539797,4.276071,4.655437,3.565034,-1.17077,-3.162708,3.573995,6.925902,1.494573,1.921131,3.138553,2.400576,5.110663,1.812077,1.834966,2.348892,1.213304,2.035846,3.000626,4.951721,-1.105661,4.524427,4.637107,-0.214209,6.542566,2.655185,5.829221,3.832341,2.108629,2.975649,-5.561009,5.431685,-3.14388,,4.094527,3.200767,-1.564504,5.845364,-3.20989,-4.447467,3.008278,-1.229092,-5.703282,-0.451704,,2.61111,2.246636,0.867883,3.151102,-0.592093,-0.932453,4.064176,5.654659,2.122645,5.321068,2.845464,0.105684,2.580423
ACH-000380,-2.874802,4.398715,-1.072864,-5.498917,4.367605,2.897719,,1.184228,2.838413,3.198294,,1.70479,,-0.255886,4.243536,4.407258,3.532686,2.786405,3.217087,0.690088,3.554201,1.807669,2.062658,2.577382,1.83208,2.320906,-0.141349,1.266322,-0.045976,3.764652,-2.58293,-0.566221,-1.463838,3.053929,3.379119,4.057107,3.64653,1.43626,3.753051,4.409178,0.114668,2.231159,2.759849,4.136761,3.754061,3.307141,2.419378,1.916868,1.00711,-5.479312,-0.132706,0.900985,4.032659,0.872454,-3.984827,2.412411,1.534016,-0.527633,4.03086,2.611,3.672669,,0.720243,4.090067,4.238023,1.597494,2.663555,4.180445,3.339045,2.521483,-0.082867,-1.63568,0.958207,2.852772,3.059882,1.702837,1.751283,3.028329,3.607186,,2.659113,1.630805,,0.758175,-2.327549,,1.673031,,,1.387947,1.070812,3.633196,4.016753,-1.009987,-4.17057,0.050269,-5.734239,,,2.116609,1.879739,4.204998,-0.155542,,,1.557301,-0.309272,0.72565,4.409107,3.68702,-1.873546,4.407703,2.45321,3.645002,3.396595,-1.786695,1.770774,3.338089,3.011991,3.957502,-4.062689,-2.84828,1.126277,3.578766,1.980924,0.665118,2.080174,0.388945,1.692499,2.32569,3.295527,0.163615,4.409178,1.515388,-0.315246,3.790215,0.692805,2.816202,1.011364,2.016658,2.718687,-4.975799,3.303933,-4.642553,,3.408404,0.103971,-2.092508,3.828449,-2.82856,-6.190147,1.610293,0.917515,-5.857826,-3.538838,,2.532494,-2.240087,-0.185252,1.79942,2.892134,,3.553586,4.163032,0.846276,2.888357,2.094426,-1.429685,2.786831
ACH-000187,-1.550724,5.068644,-0.039062,-4.345189,4.964438,4.772412,,1.501504,4.526622,4.757482,,2.564878,,-2.619713,4.4577,5.11165,4.818617,2.449646,4.978724,2.054192,5.346704,3.780083,5.164379,0.105617,0.449684,2.241629,1.775243,4.430056,0.780347,5.277168,-0.654055,0.679467,1.208497,2.603094,4.789404,4.773781,3.224712,2.809065,5.136152,2.891323,0.346499,2.67938,2.407463,4.619184,4.726503,4.781371,2.72789,2.075878,3.879234,-4.338689,1.043889,1.4913,4.831005,2.38845,-4.649233,3.233222,0.916316,3.736187,3.736046,4.611842,5.208772,,2.743447,2.942845,3.63374,2.042644,3.843689,4.017805,3.89465,3.274448,3.162138,1.142585,2.809065,4.410899,5.11165,2.666161,3.667839,3.867735,5.11165,,3.223461,3.379531,,-0.372875,-0.189017,,4.808754,,,2.102222,3.791787,2.384134,3.344469,0.431759,-3.161479,-1.668311,-4.560858,,,4.554386,3.073418,5.434225,2.559419,,,4.404644,1.680296,3.034371,2.110535,4.504348,-0.903843,3.716847,2.926078,2.143551,3.523198,-1.617106,3.012367,4.029143,5.850233,3.889285,-0.072843,-1.664816,2.369135,5.11165,3.101719,2.838464,3.030205,2.210711,1.911999,2.722653,4.845702,0.580784,5.037208,4.851211,0.227133,5.338287,0.105249,2.137187,1.973707,2.817243,3.404613,-5.707521,-1.059171,-5.931679,,4.632881,1.498198,-1.229838,4.884949,-4.506791,-3.846603,0.922512,-0.629304,-5.466925,-3.73585,,3.502212,-1.919291,0.440896,2.928596,5.073172,1.223934,3.283672,4.960427,2.996881,4.142992,1.676447,0.788637,3.071317
ACH-000951,1.672249,5.309075,0.520695,1.080983,6.199641,5.876203,,1.843857,5.523775,3.778633,,5.488754,,5.141589,3.275758,5.945057,5.26726,,,4.880503,6.784446,5.74156,5.920447,4.805089,1.260115,3.30609,2.919977,5.371028,2.312134,6.20092,0.856462,1.880639,0.213558,3.003486,5.663346,5.803092,5.929796,,,5.501488,0.789653,3.89943,4.901885,5.460346,7.175198,6.043889,4.046737,4.876878,4.909351,0.330787,,3.691041,4.664756,1.226146,4.695712,3.463347,5.551435,5.578104,4.957569,5.229779,4.53965,,,,,,,,,,,,,,,,4.834912,,,,,4.347848,,1.207409,2.212521,0.679726,4.607945,,,2.395139,4.160207,4.333224,,2.481346,,2.813999,-2.663416,,,3.2686,3.7691,4.900218,5.340696,,2.535009,,,4.494529,,6.190654,,,,,,-0.539485,2.391326,6.149703,7.506147,7.045121,3.352519,0.674602,3.425232,4.398074,2.190066,3.858522,3.424904,2.650691,3.101983,3.435166,4.91501,1.88112,4.833129,5.607033,1.823282,6.3208,3.476598,3.957933,3.207349,2.890397,2.989596,-5.8419,2.432223,3.975271,,,3.962236,0.281266,5.817091,-0.111113,1.591581,4.830474,4.385887,-1.021556,0.873766,,4.055828,1.937533,2.662807,4.600599,,0.749437,4.272553,5.392175,2.555304,5.886068,4.249745,1.761113,4.302837
ACH-000548,1.342491,5.919274,0.342629,-0.943523,6.022823,6.022823,1.611159,1.414736,5.679185,3.641207,3.469046,4.166001,5.272314,3.31829,1.37786,4.255586,4.328027,4.970936,5.049328,2.214164,5.132605,2.408565,5.139375,3.2581,2.394547,3.834513,5.85047,5.251321,1.453708,5.980375,0.331222,1.696417,,2.987771,3.73627,5.413843,4.818595,3.540565,5.542857,5.221884,,2.627003,4.310997,4.132847,4.22173,5.427046,3.525259,4.119363,-0.810931,-2.261335,3.952821,3.361185,5.92508,2.824048,1.058762,4.54206,2.361638,4.229109,4.090078,3.996419,5.014402,4.759069,4.717821,5.934545,5.555035,4.667806,5.244942,6.022823,5.482531,4.962637,5.308321,4.923828,3.478409,4.19356,4.794813,4.08602,4.610502,5.581711,5.85603,2.198145,5.971687,4.084411,5.009734,1.58211,4.934467,,6.003623,2.823625,5.935139,2.924418,2.153159,4.753814,4.50793,2.712311,-2.476448,-0.180477,-5.0776,3.594498,5.090351,5.226729,3.720184,6.022823,3.557667,3.931126,-1.618651,5.222043,1.583337,5.640032,2.684491,,0.416472,4.011987,1.848258,3.742346,4.495518,-1.711151,1.206361,5.423853,6.315943,,3.814569,2.562714,3.70208,5.116213,1.3081,3.536617,3.159338,0.785346,2.97735,4.890913,5.622858,1.685085,3.595483,5.586656,1.051191,4.548436,4.062978,5.426906,3.720238,,3.998931,-3.441041,2.491427,-2.742993,4.352571,5.729078,4.087708,0.49236,5.960721,-2.079795,,,,-2.521729,3.36176,5.666098,1.180218,0.0219,2.647333,4.377745,3.335762,3.672974,5.248715,6.00388,3.55561,5.980081,3.988063,1.823295,3.901687
ACH-000858,1.750651,4.782557,-0.39653,-2.374242,5.863367,5.501967,,2.35988,5.538536,3.93803,,3.690254,,1.357621,4.855821,4.809248,5.462411,0.121651,5.691092,2.402255,4.653945,4.156527,4.272624,4.891013,2.572055,4.251142,3.181483,3.454845,2.793519,6.018799,-0.662929,1.861592,0.38036,-0.029402,0.843463,3.129464,5.976201,2.685218,5.275534,5.444617,0.685019,3.39958,2.918739,5.623421,4.254651,4.980112,1.572108,3.698413,2.999593,-2.618351,3.048978,3.93993,4.747451,3.103971,0.497647,3.287887,2.645196,4.387555,3.037041,4.99845,3.663948,,4.026545,3.541178,5.4186,3.526001,4.047187,5.507956,4.829556,3.914856,3.781581,3.591129,3.421268,4.648832,3.137319,4.604298,3.567338,3.298221,5.210654,,6.921491,4.909502,,2.892124,2.044667,1.40447,3.731374,,,1.300726,3.621164,4.116389,4.590887,1.852182,-2.484059,0.170141,-4.550786,,,3.529955,3.212703,4.952653,3.000987,,-2.965443,4.757504,3.583064,4.322597,5.630045,5.423592,2.044881,5.386171,3.292786,4.851166,4.423795,-0.916497,-1.483568,6.002537,7.313143,5.065559,2.729973,3.21077,0.55015,5.005795,2.847442,2.605948,4.632926,2.204898,3.89445,1.373805,4.52883,1.491491,4.559688,4.820729,0.776874,6.090891,3.917668,5.827266,3.560781,1.930975,4.694425,-3.21365,4.24534,-3.313937,,5.413914,5.357361,-0.547974,5.000838,-1.863815,-3.284497,3.443067,1.735318,-4.168731,-0.529678,,3.199513,2.929766,1.932552,3.561464,1.15764,1.173738,4.187827,5.208489,3.929341,5.76669,3.901045,0.736994,3.6797
